Lost,Second Half,Second Half,First Half,Second Half,First Half,First Half,Second Half,Second Half,First Half,First Half,Second Half,Second Half,Second Half,Second Half,Second Half,First Half,First Half,Second Half,Second Half,First Half,Second Half,First Half,Second Half,First Half,First Half,Second Half,First Half,Second Half,Second Half,First Half,Second Half,Second Half,Second Half,First Half,Second Half,Second Half,First Half,First Half,First Half,First Half,Second Half,Second Half,Second Half,First Half,Second Half,Second Half,Second Half,Second Half,First Half,First Half,
Won,First Half,Second Half,Second Half,Second Half,Second Half,Second Half,Second Half,First Half,Second Half,Second Half,Second Half,First Half,First Half,Second Half,Second Half,Second Half,Second Half,First Half,First Half,First Half,Second Half,Second Half,Second Half,First Half,Second Half,Second Half,Second Half,Second Half,Second Half,First Half,Second Half,Second Half,Second Half,First Half,Second Half,First Half,First Half,First Half,Second Half,Second Half,Second Half,First Half,Second Half,Second Half,First Half,Second Half,Second Half,Second Half,Second Half,Second Half,
Lost,Second Half,Second Half,Second Half,Second Half,Second Half,First Half,Second Half,First Half,First Half,Second Half,Second Half,First Half,Second Half,First Half,Second Half,Second Half,First Half,Second Half,First Half,Second Half,Second Half,Second Half,First Half,First Half,Second Half,First Half,First Half,Second Half,First Half,First Half,Second Half,Second Half,First Half,Second Half,Second Half,Second Half,First Half,Second Half,Second Half,First Half,First Half,First Half,Second Half,First Half,Second Half,First Half,Second Half,Second Half,First Half,First Half,
Won,Second Half,Second Half,Second Half,First Half,Second Half,Second Half,Second Half,First Half,First Half,Second Half,Second Half,Second Half,First Half,Second Half,Second Half,Second Half,Second Half,Second Half,Second Half,First Half,First Half,First Half,Second Half,First Half,Second Half,First Half,Second Half,First Half,First Half,Second Half,First Half,First Half,Second Half,First Half,Second Half,First Half,First Half,First Half,Second Half,First Half,First Half,First Half,First Half,First Half,Second Half,Second Half,Second Half,Second Half,Second Half,First Half,
Won,Second Half,Second Half,First Half,Second Half,First Half,First Half,First Half,First Half,Second Half,First Half,Second Half,Second Half,First Half,Second Half,First Half,First Half,Second Half,First Half,Second Half,Second Half,First Half,First Half,First Half,Second Half,First Half,First Half,First Half,Second Half,Second Half,Second Half,First Half,First Half,First Half,Second Half,Second Half,First Half,First Half,First Half,Second Half,Second Half,Second Half,First Half,First Half,Second Half,First Half,Second Half,First Half,First Half,First Half,First Half,
Lost,Second Half,Second Half,First Half,First Half,First Half,First Half,First Half,Second Half,Second Half,First Half,First Half,Second Half,Second Half,First Half,First Half,First Half,First Half,Second Half,Second Half,Second Half,First Half,First Half,First Half,Second Half,First Half,Second Half,First Half,First Half,Second Half,First Half,First Half,Second Half,First Half,First Half,Second Half,First Half,First Half,First Half,First Half,First Half,First Half,First Half,Second Half,First Half,Second Half,First Half,First Half,Second Half,Second Half,First Half,
Won,Second Half,First Half,Second Half,Second Half,Second Half,Second Half,Second Half,First Half,Second Half,First Half,Second Half,First Half,First Half,First Half,Second Half,First Half,Second Half,Second Half,First Half,Second Half,First Half,Second Half,First Half,First Half,First Half,Second Half,Second Half,First Half,First Half,Second Half,Second Half,Second Half,First Half,First Half,Second Half,First Half,Second Half,First Half,First Half,First Half,First Half,First Half,Second Half,Second Half,First Half,First Half,Second Half,Second Half,First Half,First Half,
Won,First Half,First Half,First Half,Second Half,Second Half,Second Half,Second Half,Second Half,First Half,First Half,First Half,First Half,Second Half,Second Half,Second Half,Second Half,Second Half,Second Half,First Half,First Half,First Half,Second Half,Second Half,First Half,Second Half,First Half,First Half,Second Half,First Half,First Half,Second Half,First Half,Second Half,Second Half,First Half,First Half,Second Half,Second Half,Second Half,Second Half,First Half,First Half,Second Half,Second Half,First Half,First Half,Second Half,First Half,First Half,First Half,
Won,Second Half,Second Half,First Half,Second Half,Second Half,First Half,First Half,Second Half,Second Half,First Half,First Half,Second Half,Second Half,First Half,First Half,First Half,Second Half,Second Half,First Half,Second Half,Second Half,First Half,First Half,Second Half,Second Half,Second Half,Second Half,Second Half,First Half,Second Half,First Half,Second Half,Second Half,Second Half,Second Half,Second Half,First Half,Second Half,Second Half,Second Half,First Half,Second Half,Second Half,First Half,First Half,Second Half,Second Half,First Half,First Half,Second Half,
Won,First Half,First Half,First Half,First Half,Second Half,Second Half,Second Half,Second Half,Second Half,Second Half,First Half,Second Half,Second Half,Second Half,Second Half,First Half,First Half,Second Half,First Half,Second Half,First Half,First Half,First Half,Second Half,First Half,First Half,First Half,First Half,Second Half,Second Half,First Half,First Half,Second Half,First Half,First Half,Second Half,First Half,First Half,First Half,First Half,Second Half,Second Half,First Half,Second Half,First Half,Second Half,First Half,Second Half,Second Half,First Half,
